QDM Concept	C/A	QDM Attribute	QI Core Profile	QI Core Profile.field	QI Core field	QICore-card	QICore-MS	USCore Profile	USCore-card	USCore-MS	Resource	Comments
"Procedure, Performed "	A	status 	QICoreProcedure	QICoreProcedure.status 	status 			USCoreProcedure			Procedure	"constrain to ""completed"" "
"Procedure, Performed "	A	code 	QICoreProcedure	QICoreProcedure.code 	code 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	id 	QICoreProcedure	QICoreProcedure.id 	id 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	relatedTo 	QICoreProcedure	QICoreProcedure.basedOn 	basedOn 			USCoreProcedure			Procedure	A reference to a resource that contains details of the request for this QICoreProcedure. New in QDM 5.6 
"Procedure, Performed "	A	method 	QICoreProcedure	N/A	N/A			USCoreProcedure			Procedure	"QICoreProcedure.method does not exist in FHIR. Rather than create an extension, QI-Core's approach is to assume the QICoreProcedure.code includes reference to the method. "
"Procedure, Performed "	A	rank 	QICoreProcedure	Encounter.extension.extension:rank.value[x] 	extension 			USCoreProcedure			Procedure	Referenced as attributes of Encounter ([Encounter.extension.extension:rank.value[x]:valuePositiveInt](StructureDefinition-qicore-encounter-procedure-definitions.html#Extension.extension:rank.value[x])). 
"Procedure, Performed "	A	priority 	QICoreProcedure	Encounter.priority	priority			USCoreProcedure			Procedure	"This QDM attribute is intended to reference elective from non-elective procedures.<br/><br/>QI-Core references QICoreProcedure.priority based on the relationship of the procedure to the Encounter; hence, Encounter.procedure (which is an extension). <br/><br/>The elective nature of a procedure can also be referenced based on the elective nature of an Encounter ([Encounter.priority](StructureDefinition-qicore-encounter-definitions.html#Encounter.priority)) for which the respective procedure is a principal QICoreProcedure.<br/><br/>The concept may also be addressed as an Encounter, Order or Procedure, Order (both using [ServiceRequest](StructureDefinition-qicore-servicerequest.html)) and [ServiceRequest.priority](StructureDefinition-qicore-servicerequest-definitions.html#ServiceRequest.priority). "
"Procedure, Performed "	A	anatomicalLocationSite 	QICoreProcedure	QICoreProcedure.bodySite 	bodySite 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	reason 	QICoreProcedure	QICoreProcedure.reasonCode 	reasonCode 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	result 	QICoreProcedure	Observation 	 			USCoreProcedure			Procedure	"[QICoreProcedure.report](StructureDefinition-qicore-procedure-definitions.html#QICoreProcedure.report) references [DiagnosticReport-note](StructureDefinition-qicore-diagnosticreport-note.html), DocumentReference, Composition (histology result, pathology report, surgical report, etc.); the latter two are not QI-Core resources. However, based on feedback regarding the use of the [Observation](StructureDefinition-qicore-observation.html) resource, a procedure result might be better referenced as an [Observation](StructureDefinition-qicore-observation.html) that includes the element [Observation.partOf](StructureDefinition-qicore-observation-definitions.html#Observation.partOf) to reference the procedure to which it applies. "
"Procedure, Performed "	A	 	QICoreProcedure	Observation.partOf 	partOf 			USCoreProcedure			Procedure	Reference to a resource that contains details of the request for this QICoreProcedure. 
"Procedure, Performed "	A	Negation Rationale 	QICoreProcedureNotDone	QICoreProcedureNotDone.statusReason	statusReason			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	Relevant dateTime 	QICoreProcedure	QICoreProcedure.performed[x] 	performed[x] 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	Relevant Period 	QICoreProcedure	QICoreProcedure.performed[x] 	performed[x] 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	Incision dateTime 	QICoreProcedure	QICoreProcedure.extension:incisionDateTime 	extension:incisionDateTime 			USCoreProcedure			Procedure	 
"Procedure, Performed "	A	Author dateTime 	QICoreProcedure	QICoreProcedure.extension:recorded 	extension:recorded 			USCoreProcedure			Procedure	"The concept ""author"" requires a reference to a report about the procedure or about an indication the procedure was not performed. Therefore, the procedure resource does not have a reference to author dateTime. Author dateTime can reference a report about the procedure or an observation describing that result (e.g., Observation with metadata Observation.partOf procedure). However, QICoreProcedure.statusReason needs to address a dateTime that it is recorded. "
"Procedure, Performed "	A	 	QICoreProcedure	QICoreProcedure.usedReference 	usedReference 			USCoreProcedure			Procedure	"To add reference to a device, medication, or substance used as part of a procedure the QI-Core element to address the device is QICoreProcedure.usedReference "
"Procedure, Performed "	A	Components 	QICoreProcedure	 	 			USCoreProcedure			Procedure	Procedure does not include components and the concept of components references a observation that is a result of the procedure ([Observation.partOf](StructureDefinition-qicore-observation-definitions.html#Observation.partOf)) for which that observation has components consistent with the Observation component modeling recommendation in FHIR. 
"Procedure, Performed "	A	Component code 	QICoreProcedure	 	 			USCoreProcedure			Procedure	N/A 
"Procedure, Performed "	A	Component result 	QICoreProcedure	 	 			USCoreProcedure			Procedure	N/A 
"Procedure, Performed "	A	Performer 	QICoreProcedure	QICoreProcedure.performer.actor 	performer 			USCoreProcedure			Procedure	 
"Procedure, Order "	C	 	QICoreServiceRequest	ServiceRequest.status 	status 			USCore ServiceRequest			ServiceRequest	"Constrain to one or more of active, completed "
"Procedure, Order "	C	 	QICoreServiceRequest	ServiceRequest.intent 	intent 			USCore ServiceRequest			ServiceRequest	"Constrain only to ""order"" (include children: original-order, reflex-order, filler-order, instance-order) "
"Procedure, Order "	A	code 	QICoreServiceRequest	ServiceRequest.code 	code 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Order "	A	id 	QICoreServiceRequest	ServiceRequest.id 	id 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Order "	A	reason 	QICoreServiceRequest	ServiceRequest.reasonCode 	reasonCode 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Order "	A	authorDatetime 	QICoreServiceRequest	ServiceRequest.authoredOn 	authoredOn 			USCore ServiceRequest			ServiceRequest	When the request transitioned to being actionable. 
"Procedure, Order "	A	negationRationale 	QICoreServiceNotRequested	QICoreServiceNotRequested.extension:reasonRefused	.extension:reasonRefused			USCore ServiceRequest			ServiceRequest	 
"Procedure, Order "	A	requester 	QICoreServiceRequest	ServiceRequest.requester 	requester 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Recommended "	C	 	QICoreServiceRequest	ServiceRequest.status 	status 			USCore ServiceRequest			ServiceRequest	"Constrain to one or more of active, completed "
"Procedure, Recommended "	C	 	QICoreServiceRequest	ServiceRequest.intent 	intent 			USCore ServiceRequest			ServiceRequest	"Constrain only to ""plan"" "
"Procedure, Recommended "	A	code 	QICoreServiceRequest	ServiceRequest.code 	code 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Recommended "	A	id 	QICoreServiceRequest	ServiceRequest.id 	id 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Recommended "	A	reason 	QICoreServiceRequest	ServiceRequest.reasonCode 	reasonCode 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Recommended "	A	authorDateTime 	QICoreServiceRequest	ServiceRequest.authoredOn 	authoredOn 			USCore ServiceRequest			ServiceRequest	When the request transitioned to being actionable. 
"Procedure, Recommended "	A	negationRationale 	QICoreServiceNotRequested	QICoreServiceNotRequested.extension:reasonRefused	.extension:reasonRefused			USCore ServiceRequest			ServiceRequest	 
"Procedure, Recommended "	A	requester 	QICoreServiceRequest	ServiceRequest.requester 	requester 			USCore ServiceRequest			ServiceRequest	 
"Substance, Order/Recommended - For Diet Orders "	A	ORAL DIET 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet.type 	oralDiet 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	 	QICoreNutritionOrder	NutrientOrder.oralDiet.nutrient.modifier 	oralDiet 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	id 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	dosage 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.Diet.schedule 	Diet 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	relevantPeriod 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	refills 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	ENTERAL FORMULA 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.baseFormulaType 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	Additive to diet order 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.additiveType 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	id 	QICoreNutritionOrder	 	 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	dosage 	QICoreNutritionOrder	QICoreNutritionOrder.enterealFormula.administration.quantity 	enterealFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.rate[x] 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	relevantPeriod 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.schedule 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	refills 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.routeofAdministration 	enteralFormula 			0			NutritionOrder	 
"Substance, Order/Recommended - For Diet Orders "	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	Substance Order/Recommended Activity 	QICoreNutritionOrder	QICoreNutritionOrder.status 	status 			0			NutritionOrder	"Constrain to active, completed "
Substance Order/Recommended Activity 	A	ORAL DIET 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet.type 	oralDiet 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	 	QICoreNutritionOrder	NutrientOrder.oralDiet.nutrient.modifier 	oralDiet 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	id 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	dosage 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.Diet.schedule 	Diet 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	relevantPeriod 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	refills 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	ENTERAL FORMULA 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.baseFormulaType 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	Additive to diet order 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.additiveType 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	dosage 	QICoreNutritionOrder	QICoreNutritionOrder.enterealFormula.administration.quantity 	enterealFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.rate[x] 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	relevantPeriod 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.schedule 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	refills 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.routeofAdministration 	enteralFormula 			0			NutritionOrder	 
Substance Order/Recommended Activity 	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
"Substance, Order "	C	"Substance, Order "	QICoreNutritionOrder	QICoreNutritionOrder.intent 	intent 			0			NutritionOrder	"Constrain to ""order"" and child concepts "
"Substance, Order "	A	ORAL DIET 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
"Substance, Order "	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet.type 	oralDiet 			0			NutritionOrder	 
"Substance, Order "	A	 	QICoreNutritionOrder	NutrientOrder.oralDiet.nutrient.modifier 	oralDiet 			0			NutritionOrder	 
"Substance, Order "	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	id 			0			NutritionOrder	 
"Substance, Order "	A	dosage 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.Diet.schedule 	Diet 			0			NutritionOrder	 
"Substance, Order "	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
"Substance, Order "	A	relevantPeriod 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	refills 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
"Substance, Order "	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
"Substance, Order "	A	ENTERAL FORMULA 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.baseFormulaType 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	Additive to diet order 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.additiveType 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	 			0			NutritionOrder	 
"Substance, Order "	A	dosage 	QICoreNutritionOrder	QICoreNutritionOrder.enterealFormula.administration.quantity 	enterealFormula 			0			NutritionOrder	 
"Substance, Order "	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.rate[x] 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
"Substance, Order "	A	relevantPeriod 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.schedule 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Order "	A	refills 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.routeofAdministration 	enteralFormula 			0			NutritionOrder	 
"Substance, Order "	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
"Substance, Recommended "	C	"Substance, Recommended "	QICoreNutritionOrder	QICoreNutritionOrder.intent 	intent 			0			NutritionOrder	"Constrain to ""plan"" "
"Substance, Recommended "	A	ORAL DIET 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
"Substance, Recommended "	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet.type 	oralDiet 			0			NutritionOrder	 
"Substance, Recommended "	A	 	QICoreNutritionOrder	NutrientOrder.oralDiet.nutrient.modifier 	oralDiet 			0			NutritionOrder	 
"Substance, Recommended "	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	id 			0			NutritionOrder	 
"Substance, Recommended "	A	dosage 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.Diet.schedule 	Diet 			0			NutritionOrder	 
"Substance, Recommended "	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
"Substance, Recommended "	A	relevantPeriod 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	refills 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.oralDiet 	oralDiet 			0			NutritionOrder	 
"Substance, Recommended "	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
"Substance, Recommended "	A	ENTERAL FORMULA 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	code (to represent a diet order) 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.baseFormulaType 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	Additive to diet order 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.additiveType 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	id 	QICoreNutritionOrder	QICoreNutritionOrder.id 	 			0			NutritionOrder	 
"Substance, Recommended "	A	dosage 	QICoreNutritionOrder	QICoreNutritionOrder.enterealFormula.administration.quantity 	enterealFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	frequency 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.rate[x] 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	negationRationale 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	authorDatetime 	QICoreNutritionOrder	QICoreNutritionOrder.dateTime 	dateTime 			0			NutritionOrder	 
"Substance, Recommended "	A	relevantPeriod 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.administration.schedule 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	reason 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	supply 	QICoreNutritionOrder	N/A	N/A			0			NutritionOrder	 
"Substance, Recommended "	A	refills 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	route 	QICoreNutritionOrder	QICoreNutritionOrder.enteralFormula.routeofAdministration 	enteralFormula 			0			NutritionOrder	 
"Substance, Recommended "	A	requester 	QICoreNutritionOrder	QICoreNutritionOrder.orderer 	orderer 			0			NutritionOrder	 
Symptom 	C	 	QICoreObservation	QICoreObservation.status 	status 			0			Observation	"restrict to preliminary, final, amended, corrected "
Symptom 	C	 	QICoreObservation	QICoreObservation.category 	category 			0			Observation	add symptom concept 
Symptom 	A	code 	QICoreObservation	QICoreObservation.value[x] 	value[x] 			0			Observation	Use codable concept 
Symptom 	A	id 	QICoreObservation	QICoreObservation.id 	id 			0			Observation	 
Symptom 	A	severity 	QICoreObservation	QICoreObservation.interpretation 	interpretation 			0			Observation	"Definition suggests high, low, normal - perhaps consider severe, moderate, mild. "
Symptom 	A	prevalencePeriod 	QICoreObservation	QICoreObservation.effective[x] 	effective[x] 			0			Observation	"dateTime, period, timing, instant "
Symptom 	A	recorder 	QICoreObservation	QICoreObservation.performer 	performer 			0			Observation	 
"Substance, Administered"	A	relevantDatetime 	QICoreProcedure	Procedure 	performedDateTime			USCoreProcedure			Procedure	
"Substance, Administered"	A	relevantPeriod 	QICoreProcedure	Procedure 	performedPeriod			USCoreProcedure			Procedure	
"Substance, Administered"	A	code	QICoreProcedure	Procedure 	code 			USCoreProcedure			Procedure	Poorly described mapping
